Sample,Bear,Date_1,days_old,Date_2,Pat_Number,split_pat,Other,North,East,Diet_Ants,Diet_Oats,Diet_Meat,Diet_Pork,Diet_Green,Diet_Blueberries,Diet_Lingonberries,Diet_Eggs,Diet_Moose,Diet_Cloudberries,Diet_NA,Diet_Bees,Diet_Sorbus,Diet_Apple,Species,Count,Comment
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,1,
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cercyon lateralis,1,
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,3,
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,2,
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,1,
32,Renki,11.07.08,7,18.07.08,NA,NA,,625907.9,243540.7,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,2,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthobium atrocephalum,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,5,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,3,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,27,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta sodalis,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aleochara moerens,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta pilicornis,3,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,4,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus marginellus,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,5,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,1,
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,3,
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,28,
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,3,
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,3,
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,5,
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,10,
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,16,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,4,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,3,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,2,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gabrius osseticus,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,6,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nigricornis,8,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta euryptera,2,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta pilicornis,1,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nesslingi,3,
92,Osmo,09.07.07,3,12.07.07,NA,NA,,631853.1,245126.7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nigripes,1,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,3,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,2,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,2,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,6,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta gagatina,1,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,2,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,4,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,1,
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anotylus clavatus,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides watsoni,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sciodrepoides fumatus,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nargus velox,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,10,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta laticollis,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,5,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nigripes,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotona parvula,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta subtilis,2,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nesslingi,2,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philonthus marginatus,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megasternum concinnum,1,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,4,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus basalis,4,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,4,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus depressus,2,
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotrichis rugulosa,2,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Deliphrum tectum,6,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Sciodrepoides watsoni,7,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Sciodrepoides fumatus,7,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Autalia longicornis,2,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Atheta cinnamoptera,4,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Atheta aeneipennis,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,4,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Atheta pilicornis,4,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Atheta nesslingi,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Bisnius puella,5,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Philonthus succicola,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Tachinus laticollis,2,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Tachinus pallipes,6,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Tachinus basalis,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Tachinus proximus,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Omalium rivulare,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Omalium rugatum,1,
33,Renki,04.07.08,5,09.07.08,NA,NA,,622758.1,250908.4,15,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Megarthrus depressus,7,
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,4,"tai 81 (62.30.13,5: 24.45.11,6)"
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotona parvula,1,"tai 81 (62.30.13,5: 24.45.11,6)"
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nesslingi,2,"tai 81 (62.30.13,5: 24.45.11,6)"
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bisnius puella,4,"tai 81 (62.30.13,5: 24.45.11,6)"
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philonthus varians,1,"tai 81 (62.30.13,5: 24.45.11,6)"
18,Likka,18.06.08,7,25.06.08,NA,NA,,623013.5,244511.6,50,NA,1,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cercyon lateralis,2,"tai 81 (62.30.13,5: 24.45.11,6)"
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,1,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,10,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta pilicornis,1,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta boleticola,20,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,2,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nigritula,3,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autalia longicornis,1,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,3,
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteinus brachypterus,85,
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,4,
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,12,
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta parapicipennis,2,
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus proximus,13,
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,1,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,7,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta nesslingi,1,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta crassicornis/paracrassicornis,2,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta cinnamoptera,4,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus laticollis,5,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinus pallipes,2,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philonthus politus,1,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platystethus arenarius,1,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megarthrus nitidulus,1,
29,Renki,06.07.08,3,09.07.08,2,NA,,622520.9,245845.6,90,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omalium rivulare,4,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deliphrum tectum,2,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nargus velox,2,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta aeneipennis,41,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta picipennoides,6,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta euryptera,1,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta gagatina,1,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheta celata,2,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aleochara moerens,3,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrotrichis insularis,1,
17,Akka,20.08.08,8,28.08.08,NA,NA,,624815.9,243754.8,5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platystethus arenarius,1,
